,0,1,2,3
774,3.0,0.304,58.0,0.68
775,0.0,0.949,164.0,5.61
776,0.0,0.511,26.0,3.1
777,0.0,0.132,7.0,0.74
778,0.0,0.226,7.0,1.37
779,4.0,0.21,58.0,0.77
780,1.0,1.274,79.0,6.77
781,1.0,0.589,41.0,4.81
782,0.0,0.511,26.0,3.1
783,0.0,0.782,27.0,5.79
784,3.0,0.309,67.0,1.55
785,1.0,1.057,103.0,7.05
786,0.0,0.177,7.0,0.0
787,1.0,0.972,145.0,4.31
788,0.0,0.141,4.0,0.49
789,2.0,0.461,64.0,3.52
790,0.0,0.238,78.0,1.04
791,0.0,0.265,9.0,2.4
792,0.0,0.276,18.0,1.26
793,1.0,0.806,24.0,2.01
794,0.0,0.124,7.0,0.0
795,1.0,3.599,390.0,7.14
796,2.0,0.57,132.0,4.48
797,0.0,1.122,96.0,7.95
798,1.0,1.126,113.0,1.9
799,2.0,0.777,73.0,3.18
800,1.0,3.204,113.0,9.48
801,1.0,1.614,150.0,4.69
802,1.0,0.666,36.0,3.24
803,1.0,1.614,150.0,4.69
804,4.0,0.1,1.0,1.0
805,1.0,1.075,49.0,4.85
806,1.0,1.057,38.0,5.59
807,1.0,1.365,178.0,7.8
808,1.0,1.365,178.0,7.8
809,1.0,2.075,97.0,12.37
810,1.0,1.365,178.0,7.8
811,0.0,0.257,16.0,0.0
812,1.0,2.993,212.0,4.25
813,2.0,0.344,70.0,2.34
814,1.0,1.005,144.0,8.0
815,3.0,0.316,67.0,2.52
816,0.0,0.399,49.0,1.84
817,0.0,0.25,15.0,1.69
818,4.0,0.124,1.0,0.0
819,0.0,0.317,9.0,0.0
820,0.0,0.509,10.0,4.91
821,0.0,0.619,12.0,0.0
822,0.0,0.319,77.0,1.88
823,0.0,0.106,0.0,0.0
824,1.0,1.086,66.0,6.18
825,1.0,2.565,64.0,6.1
826,1.0,1.227,62.0,5.49
827,1.0,0.63,64.0,4.79
828,1.0,1.567,208.0,3.51
829,3.0,0.304,58.0,0.68
830,1.0,1.614,150.0,4.69
831,3.0,0.304,58.0,0.68
832,1.0,3.073,144.0,8.32
833,4.0,0.1,1.0,1.0
834,0.0,0.184,12.0,0.0
835,4.0,0.1,1.0,1.0
836,1.0,1.057,103.0,7.05
837,1.0,1.446,142.0,4.84
838,1.0,0.86,52.0,5.63
839,1.0,0.86,52.0,5.63
840,1.0,0.99,332.0,3.04
841,1.0,3.509,128.0,5.37
842,1.0,1.614,150.0,4.69
843,1.0,1.406,62.0,3.24
844,0.0,0.319,77.0,1.88
845,0.0,0.512,37.0,0.0
846,0.0,0.512,25.0,0.0
847,0.0,4.392,1.0,0.0
848,0.0,4.392,1.0,0.0
849,4.0,0.21,58.0,0.77
850,1.0,0.972,145.0,4.31
851,1.0,1.365,178.0,7.8
852,1.0,0.666,36.0,3.24
853,1.0,0.666,36.0,3.24
854,1.0,0.666,36.0,3.24
855,1.0,3.204,113.0,9.48
856,1.0,3.599,390.0,7.14
857,1.0,2.628,182.0,4.71
858,1.0,9.008,537.0,16.48
859,1.0,1.406,62.0,3.24
860,2.0,0.684,29.0,2.88
861,1.0,0.781,46.0,4.0
862,0.0,0.124,7.0,0.0
863,1.0,1.614,150.0,4.69
864,1.0,1.614,150.0,4.69
865,1.0,1.614,150.0,4.69
866,1.0,1.614,150.0,4.69
867,1.0,1.614,150.0,4.69
868,1.0,1.057,103.0,7.05
869,1.0,1.614,150.0,4.69
870,0.0,0.1,3.0,0.0
871,1.0,1.591,153.0,8.41
872,1.0,1.591,153.0,8.41
873,2.0,0.424,55.0,2.56
874,0.0,0.316,4.0,1.36
875,3.0,0.238,66.0,1.19
876,0.0,0.24,14.0,0.0
877,1.0,0.365,29.0,2.31
878,0.0,0.264,4.0,1.93
879,1.0,0.547,67.0,1.71
880,0.0,0.511,26.0,3.1
881,0.0,0.156,11.0,0.93
882,1.0,0.734,114.0,2.89
883,4.0,0.145,6.0,0.71
884,1.0,1.567,208.0,3.51
885,1.0,9.008,537.0,16.48
886,1.0,1.492,210.0,10.35
887,1.0,0.666,36.0,3.24
888,1.0,0.84,27.0,2.29
889,3.0,0.282,80.0,1.04
890,1.0,0.903,145.0,3.11
891,0.0,0.459,19.0,0.0
892,0.0,0.264,39.0,1.23
893,1.0,1.614,150.0,4.69
894,1.0,1.614,150.0,4.69
895,2.0,0.777,73.0,3.18
896,4.0,0.172,34.0,0.76
897,3.0,0.271,27.0,1.6
898,1.0,0.598,51.0,4.97
899,2.0,0.401,38.0,2.1
900,2.0,0.556,119.0,3.87
901,1.0,0.598,51.0,4.97
902,2.0,0.564,39.0,3.01
903,4.0,0.1,1.0,1.0
904,4.0,0.1,1.0,1.0
905,1.0,1.614,150.0,4.69
906,0.0,0.326,189.0,4.4
907,3.0,0.192,18.0,1.46
908,2.0,0.745,71.0,3.03
909,0.0,0.476,36.0,2.94
910,2.0,0.445,85.0,3.25
911,1.0,0.857,169.0,7.77
912,1.0,1.005,144.0,8.0
913,1.0,0.641,78.0,3.29
914,0.0,0.161,19.0,0.0
915,0.0,0.11,2.0,0.45
916,0.0,0.352,29.0,2.53
917,0.0,0.149,2.0,0.0
918,1.0,0.681,121.0,3.98
919,0.0,0.198,11.0,0.0
920,4.0,0.179,48.0,1.65
921,2.0,0.29,54.0,1.79
922,1.0,1.614,150.0,4.69
923,1.0,1.262,119.0,9.11
924,2.0,0.344,43.0,2.42
925,2.0,0.573,99.0,1.87
926,1.0,0.862,45.0,4.35
927,1.0,1.057,103.0,7.05
928,3.0,0.238,66.0,1.19
929,0.0,0.151,6.0,1.15
930,0.0,0.261,8.0,0.0
931,0.0,0.124,7.0,0.0
932,2.0,0.464,42.0,3.2
933,0.0,0.369,16.0,0.0
934,0.0,0.145,5.0,0.65
935,4.0,0.21,58.0,0.77
936,1.0,1.909,142.0,8.43
937,1.0,1.276,140.0,6.79
938,0.0,0.476,36.0,2.94
939,1.0,1.124,106.0,4.82
940,2.0,0.777,73.0,3.18
941,1.0,0.927,70.0,2.86
942,1.0,0.927,70.0,2.86
943,1.0,0.666,36.0,3.24
944,1.0,3.204,113.0,9.48
945,1.0,3.599,390.0,7.14
946,4.0,0.21,58.0,0.77
947,0.0,0.125,0.0,0.0
948,1.0,0.806,124.0,4.41
949,1.0,0.806,124.0,4.41
950,0.0,4.392,1.0,0.0
951,0.0,0.248,68.0,1.2
952,2.0,0.502,83.0,3.87
953,1.0,1.36,174.0,8.78
954,0.0,0.386,16.0,1.93
955,1.0,0.581,64.0,2.9
956,1.0,2.108,178.0,7.83
957,1.0,9.008,537.0,16.48
958,3.0,0.316,67.0,2.52
959,0.0,0.22,7.0,1.16
960,0.0,0.463,15.0,0.0
961,0.0,0.272,60.0,2.26
962,1.0,1.262,119.0,9.11
963,1.0,0.365,29.0,2.31
964,0.0,0.153,8.0,0.0
965,0.0,0.101,1.0,0.0
966,0.0,0.225,7.0,1.4
967,1.0,0.901,52.0,4.58
968,0.0,0.189,4.0,1.06
969,0.0,0.174,9.0,0.0
970,1.0,0.862,45.0,4.35
971,0.0,0.174,9.0,0.0
972,3.0,0.304,58.0,0.68
973,2.0,0.437,70.0,2.68
974,1.0,0.598,51.0,4.97
975,1.0,0.846,169.0,3.56
976,2.0,0.502,83.0,3.87
977,0.0,4.392,1.0,0.0
978,3.0,0.21,13.0,0.92
979,0.0,0.1,1.0,0.01
980,0.0,0.311,8.0,2.41
981,2.0,0.436,41.0,2.47
982,0.0,0.125,0.0,0.0
983,1.0,9.008,537.0,16.48
984,1.0,1.262,119.0,9.11
985,1.0,0.718,55.0,3.17
986,1.0,0.718,55.0,3.17
987,1.0,1.614,150.0,4.69
988,1.0,1.614,150.0,4.69
989,2.0,0.464,42.0,3.2
990,1.0,2.628,182.0,4.71
991,1.0,0.927,70.0,2.86
992,1.0,1.057,103.0,7.05
993,2.0,0.637,77.0,3.33
994,0.0,0.358,12.0,5.62
995,3.0,0.272,36.0,2.62
996,2.0,0.304,19.0,0.42
997,0.0,0.314,86.0,3.4
998,1.0,1.567,208.0,3.51
999,1.0,9.008,537.0,16.48
1000,2.0,0.693,34.0,2.96
1001,1.0,1.614,150.0,4.69
1002,2.0,0.693,34.0,2.96
1003,1.0,1.36,174.0,8.78
1004,1.0,0.687,64.0,4.67
1005,1.0,1.06,50.0,2.38
1006,1.0,1.407,21.0,2.26
1007,2.0,0.25,5.0,2.56
1008,1.0,0.734,114.0,2.89
1009,1.0,0.99,332.0,3.04
1010,0.0,0.252,12.0,1.36
1011,0.0,0.266,16.0,0.0
1012,1.0,1.057,103.0,7.05
1013,1.0,1.614,150.0,4.69
1014,1.0,2.565,64.0,6.1
1015,1.0,0.972,145.0,4.31
1016,1.0,0.666,36.0,3.24
1017,1.0,1.567,208.0,3.51
1018,0.0,0.259,42.0,1.31
1019,4.0,0.1,1.0,1.0
1020,4.0,0.1,1.0,1.0
1021,1.0,2.565,64.0,6.1
1022,1.0,9.008,537.0,16.48
1023,3.0,0.282,80.0,1.04
1024,0.0,0.337,5.0,0.0
1025,1.0,1.086,66.0,6.18
1026,1.0,1.086,66.0,6.18
1027,1.0,0.63,64.0,4.79
1028,3.0,0.304,58.0,0.68
1029,4.0,0.1,1.0,1.0
1030,1.0,1.941,188.0,4.03
1031,1.0,1.614,150.0,4.69
1032,1.0,1.009,17.0,3.23
1033,1.0,1.009,17.0,3.23
1034,3.0,0.292,50.0,1.59
1035,0.0,0.326,29.0,1.76
1036,1.0,9.008,537.0,16.48
1037,1.0,1.057,103.0,7.05
1038,1.0,1.057,103.0,7.05
1039,1.0,1.057,103.0,7.05
1040,2.0,1.064,112.0,2.09
1041,1.0,1.614,150.0,4.69
1042,0.0,0.257,16.0,0.0
1043,2.0,0.379,27.0,4.42
1044,0.0,0.11,2.0,0.45
1045,2.0,0.536,90.0,5.82
1046,0.0,0.314,86.0,3.4
1047,0.0,0.11,2.0,0.45
1048,0.0,0.11,2.0,0.45
1049,1.0,1.262,119.0,9.11
1050,0.0,0.34,22.0,0.0
1051,1.0,1.285,124.0,5.33
1052,0.0,0.261,8.0,0.0
1053,1.0,0.443,70.0,2.97
1054,1.0,0.587,127.0,4.48
1055,1.0,1.614,150.0,4.69
1056,1.0,0.98,87.0,6.69
1057,1.0,1.057,103.0,7.05
1058,1.0,1.614,150.0,4.69
1059,1.0,2.496,135.0,12.22
1060,0.0,0.189,53.0,0.75
1061,0.0,1.0,3.0,0.0
1062,1.0,0.903,145.0,3.11
1063,1.0,1.057,103.0,7.05
1064,1.0,2.565,64.0,6.1
1065,1.0,1.614,150.0,4.69
1066,1.0,1.614,150.0,4.69
1067,1.0,1.941,188.0,4.03
1068,4.0,0.1,3.0,0.0
1069,0.0,0.119,3.0,0.19
1070,0.0,0.256,27.0,1.07
1071,1.0,2.153,218.0,12.03
1072,0.0,0.171,5.0,0.0
1073,1.0,2.823,252.0,11.83
1074,4.0,0.1,1.0,1.0
1075,1.0,0.734,114.0,2.89
1076,0.0,0.218,14.0,0.0
1077,2.0,0.578,120.0,3.71
1078,2.0,0.578,120.0,3.71
1079,1.0,0.63,64.0,4.79
1080,0.0,0.264,67.0,0.7
1081,2.0,0.777,73.0,3.18
1082,2.0,0.578,120.0,3.71
1083,3.0,0.185,35.0,0.88
1084,4.0,0.145,26.0,1.4
1085,2.0,0.772,126.0,3.05
1086,1.0,3.599,390.0,7.14
1087,3.0,0.248,22.0,2.23
1088,0.0,0.326,189.0,4.4
1089,1.0,1.145,105.0,8.17
1090,0.0,0.225,8.0,0.0
1091,2.0,0.304,19.0,0.42
1092,1.0,0.927,70.0,2.86
1093,1.0,1.406,62.0,3.24
1094,1.0,1.446,142.0,4.84
1095,1.0,0.907,136.0,5.3
1096,1.0,4.138,22.0,9.06
1097,1.0,0.569,47.0,1.57
1098,1.0,1.057,103.0,7.05
1099,3.0,0.304,58.0,0.68
1100,3.0,0.304,58.0,0.68
1101,3.0,0.304,58.0,0.68
1102,1.0,2.947,54.0,6.52
1103,4.0,0.1,1.0,1.0
1104,4.0,0.1,1.0,1.0
1105,0.0,0.138,3.0,0.48
1106,1.0,1.614,150.0,4.69
1107,1.0,0.666,36.0,3.24
1108,0.0,0.185,20.0,0.56
1109,3.0,0.193,14.0,0.43
1110,1.0,0.846,169.0,3.56
1111,1.0,0.4,15.0,1.15
1112,0.0,0.218,14.0,0.0
1113,1.0,0.666,36.0,3.24
1114,1.0,1.24,213.0,4.13
1115,1.0,0.946,134.0,5.5
1116,1.0,1.587,125.0,3.26
1117,3.0,0.292,29.0,2.17
1118,0.0,0.331,32.0,0.0
1119,0.0,0.147,4.0,0.94
1120,3.0,0.304,58.0,0.68
1121,1.0,1.614,150.0,4.69
1122,1.0,1.567,208.0,3.51
1123,3.0,0.255,34.0,1.73
1124,3.0,0.255,34.0,1.73
1125,1.0,1.124,106.0,4.82
1126,1.0,1.406,62.0,3.24
1127,1.0,0.672,43.0,1.37
1128,1.0,1.057,38.0,5.59
1129,1.0,1.547,167.0,3.82
1130,1.0,2.496,135.0,12.22
1131,2.0,0.468,74.0,3.01
1132,4.0,0.21,58.0,0.77
1133,2.0,0.745,71.0,3.03
1134,0.0,0.116,5.0,0.52
1135,1.0,1.614,150.0,4.69
1136,2.0,0.429,119.0,1.42
1137,2.0,0.461,64.0,3.52
1138,1.0,1.057,103.0,7.05
1139,1.0,1.567,208.0,3.51
1140,2.0,0.777,73.0,3.18
1141,2.0,0.416,88.0,2.87
1142,2.0,0.365,38.0,2.64
1143,0.0,0.227,63.0,0.84
1144,0.0,0.546,163.0,4.65
1145,1.0,0.718,55.0,3.17
1146,0.0,0.129,4.0,0.0
1147,4.0,0.1,1.0,1.0
1148,3.0,0.304,58.0,0.68
1149,1.0,1.057,103.0,7.05
1150,0.0,0.297,7.0,2.57
1151,1.0,1.057,103.0,7.05
1152,0.0,0.286,15.0,0.0
1153,1.0,0.929,148.0,5.02
1154,2.0,0.358,21.0,1.18
1155,2.0,0.502,83.0,3.87
1156,1.0,1.032,102.0,5.11
1157,0.0,0.319,77.0,1.88
1158,0.0,0.319,77.0,1.88
1159,4.0,0.1,1.0,1.0
1160,1.0,0.732,65.0,3.23
1161,1.0,1.614,150.0,4.69
1162,3.0,0.214,21.0,0.77
1163,1.0,0.666,36.0,3.24
1164,0.0,0.24,14.0,0.0
1165,1.0,0.862,45.0,4.35
1166,1.0,1.262,119.0,9.11
1167,0.0,0.386,16.0,1.93
1168,1.0,1.614,150.0,4.69
1169,3.0,0.304,58.0,0.68
1170,0.0,0.165,13.0,0.69
1171,1.0,1.24,213.0,4.13
1172,1.0,2.565,64.0,6.1
1173,0.0,0.441,34.0,0.0
1174,0.0,0.352,29.0,2.53
1175,0.0,0.319,77.0,1.88
1176,0.0,0.602,88.0,3.13
1177,0.0,0.249,9.0,0.0
1178,1.0,6.605,197.0,37.55
1179,1.0,1.468,214.0,7.32
1180,1.0,0.669,157.0,4.93
1181,3.0,0.336,58.0,2.0
1182,1.0,0.815,138.0,4.68
1183,0.0,0.11,2.0,0.45
1184,1.0,0.666,36.0,3.24
1185,1.0,2.546,129.0,13.58
1186,1.0,1.365,178.0,7.8
1187,2.0,0.522,25.0,3.71
1188,1.0,3.742,244.0,7.96
1189,1.0,1.35,70.0,5.14
1190,1.0,2.153,218.0,12.03
1191,0.0,0.141,4.0,0.82
1192,1.0,0.799,115.0,3.71
1193,1.0,0.99,332.0,3.04
1194,0.0,0.326,7.0,2.34
1195,4.0,0.1,1.0,1.0
1196,0.0,2.631,29.0,25.15
1197,0.0,1.777,34.0,20.84
1198,0.0,0.476,36.0,2.94
1199,1.0,0.84,27.0,2.29
1200,4.0,0.21,58.0,0.77
1201,0.0,0.319,77.0,1.88
1202,4.0,0.1,1.0,1.0
1203,1.0,1.614,150.0,4.69
1204,2.0,0.436,41.0,2.47
1205,1.0,1.492,20.0,3.33
1206,0.0,0.314,86.0,3.4
1207,0.0,0.147,4.0,1.14
1208,1.0,0.365,29.0,2.31
1209,1.0,1.614,150.0,4.69
1210,0.0,0.363,56.0,4.33
1211,0.0,0.17,6.0,1.44
1212,1.0,3.571,171.0,11.57
1213,1.0,1.005,144.0,8.0
1214,2.0,0.578,120.0,3.71
1215,1.0,2.153,218.0,12.03
1216,2.0,0.381,33.0,1.47
1217,4.0,0.101,1.0,0.0
1218,1.0,0.35,52.0,2.28
1219,2.0,0.464,42.0,3.2
1220,0.0,0.277,116.0,1.26
1221,2.0,0.502,83.0,3.87
1222,2.0,0.502,83.0,3.87
1223,1.0,1.645,61.0,8.53
1224,1.0,1.645,61.0,8.53
1225,1.0,0.587,127.0,4.48
1226,1.0,0.443,70.0,2.97
1227,2.0,0.626,81.0,3.86
1228,1.0,1.645,61.0,8.53
1229,1.0,0.857,169.0,7.77
1230,1.0,1.614,150.0,4.69
1231,0.0,0.228,22.0,1.25
1232,1.0,1.085,143.0,7.08
1233,1.0,9.008,537.0,16.48
1234,1.0,0.99,332.0,3.04
1235,1.0,0.502,34.0,0.8
1236,0.0,0.288,13.0,0.0
1237,2.0,0.592,21.0,1.76
1238,1.0,1.614,150.0,4.69
1239,1.0,1.057,103.0,7.05
1240,1.0,1.496,88.0,3.0
1241,3.0,0.379,3.0,0.88
1242,0.0,0.178,6.0,2.0
1243,1.0,1.005,144.0,8.0
1244,2.0,0.293,18.0,0.77
1245,2.0,0.468,10.0,0.89
1246,0.0,0.326,189.0,4.4
1247,0.0,0.241,18.0,1.05
1248,4.0,0.1,1.0,1.0
1249,1.0,1.384,86.0,5.33
1250,1.0,1.057,103.0,7.05
1251,1.0,3.042,135.0,6.08
1252,3.0,0.248,22.0,2.23
1253,2.0,0.481,40.0,1.22
1254,0.0,0.25,1.0,1.0
1255,2.0,0.314,98.0,4.12
1256,1.0,1.899,60.0,4.16
1257,4.0,0.21,58.0,0.77
1258,3.0,0.226,16.0,1.85
1259,0.0,0.18,19.0,0.82
1260,2.0,0.416,88.0,2.87
1261,0.0,0.195,13.0,1.1
1262,1.0,1.009,21.0,5.4
1263,2.0,0.636,172.0,4.35
1264,2.0,0.625,136.0,2.51
1265,2.0,0.358,21.0,1.18
1266,1.0,0.774,55.0,3.43
1267,0.0,0.222,17.0,1.66
1268,1.0,0.622,62.0,2.34
1269,3.0,0.305,57.0,1.37
1270,1.0,2.08,187.0,3.55
1271,1.0,1.439,93.0,4.32
1272,1.0,1.439,93.0,4.32
1273,1.0,1.274,79.0,6.77
1274,1.0,0.634,76.0,3.75
1275,3.0,0.304,58.0,0.68
1276,1.0,1.055,58.0,4.81
1277,1.0,2.546,129.0,13.58
1278,4.0,0.1,1.0,1.0
1279,1.0,1.057,103.0,7.05
1280,1.0,1.24,213.0,4.13
1281,1.0,1.941,188.0,4.03
1282,0.0,0.317,9.0,0.0
1283,3.0,0.541,91.0,1.8
1284,1.0,1.591,153.0,8.41
1285,0.0,0.24,10.0,0.0
1286,2.0,0.597,79.0,2.18
1287,4.0,0.21,58.0,0.77
1288,0.0,0.181,5.0,1.25
1289,0.0,0.424,9.0,2.1
1290,1.0,0.913,62.0,2.63
1291,1.0,0.751,57.0,2.84
1292,1.0,0.99,332.0,3.04
1293,0.0,0.171,15.0,2.53
1294,1.0,0.903,145.0,3.11
1295,2.0,0.304,19.0,0.42
1296,1.0,1.567,208.0,3.51
1297,2.0,0.446,43.0,3.07
1298,0.0,0.269,50.0,0.0
1299,4.0,0.21,58.0,0.77
1300,4.0,0.21,58.0,0.77
1301,1.0,2.628,182.0,4.71
1302,4.0,0.1,1.0,1.0
1303,0.0,0.225,8.0,0.0
1304,1.0,1.207,70.0,4.91
1305,2.0,0.791,66.0,5.59
1306,4.0,0.1,1.0,1.0
1307,0.0,0.374,7.0,1.83
1308,1.0,2.628,182.0,4.71
1309,0.0,0.19,11.0,0.0
1310,3.0,0.22,57.0,1.3
1311,2.0,0.578,120.0,3.71
1312,1.0,1.124,106.0,4.82
1313,1.0,1.614,150.0,4.69
1314,2.0,1.413,81.0,4.27
1315,1.0,1.614,150.0,4.69
1316,1.0,1.614,150.0,4.69
1317,1.0,0.84,27.0,2.29
1318,1.0,6.661,302.0,9.0
1319,4.0,0.1,1.0,1.0
1320,1.0,1.614,150.0,4.69
1321,1.0,0.84,27.0,2.29
1322,0.0,0.169,6.0,0.81
1323,2.0,0.446,43.0,3.07
1324,3.0,0.309,67.0,1.55
1325,2.0,0.446,43.0,3.07
1326,1.0,2.406,185.0,8.31
1327,0.0,0.362,13.0,0.0
1328,1.0,1.207,70.0,4.91
1329,2.0,0.373,48.0,2.58
1330,0.0,0.283,13.0,0.0
1331,2.0,0.57,24.0,5.96
1332,0.0,0.141,9.0,0.0
1333,0.0,0.141,9.0,0.0
1334,1.0,2.628,182.0,4.71
1335,0.0,0.249,7.0,1.12
1336,0.0,0.331,32.0,0.0
1337,0.0,0.319,77.0,1.88
1338,0.0,0.212,21.0,1.42
1339,0.0,0.387,31.0,0.0
1340,0.0,0.249,9.0,0.0
1341,2.0,0.464,42.0,3.2
1342,2.0,0.603,57.0,2.69
1343,2.0,0.693,34.0,2.96
1344,1.0,1.207,70.0,4.91
1345,1.0,1.614,150.0,4.69
1346,1.0,1.614,150.0,4.69
1347,2.0,0.324,53.0,2.03
1348,2.0,0.324,53.0,2.03
1349,1.0,2.565,64.0,6.1
1350,1.0,0.718,55.0,3.17
1351,1.0,2.546,129.0,13.58
1352,0.0,0.387,31.0,0.0
1353,1.0,0.945,51.0,5.91
1354,1.0,0.945,51.0,5.91
1355,1.0,1.468,214.0,7.32
1356,1.0,1.365,178.0,7.8
1357,0.0,0.326,189.0,4.4
1358,3.0,0.304,58.0,0.68
1359,1.0,1.439,93.0,4.32
1360,1.0,0.762,57.0,2.13
1361,1.0,1.614,150.0,4.69
1362,1.0,1.614,150.0,4.69
1363,0.0,0.286,15.0,0.0
1364,1.0,1.614,150.0,4.69
1365,1.0,0.84,27.0,2.29
1366,2.0,0.381,33.0,1.47
1367,1.0,2.298,130.0,2.56
1368,1.0,2.153,218.0,12.03
1369,1.0,2.153,218.0,12.03
1370,1.0,2.153,218.0,12.03
1371,1.0,1.057,103.0,7.05
1372,0.0,0.511,26.0,3.1
1373,0.0,1.122,96.0,7.95
1374,0.0,1.122,96.0,7.95
1375,2.0,0.777,73.0,3.18
1376,4.0,0.1,1.0,1.0
1377,1.0,1.614,150.0,4.69
1378,0.0,0.141,4.0,0.82
1379,1.0,0.862,45.0,4.35
1380,1.0,0.862,45.0,4.35
1381,3.0,0.292,50.0,1.59
1382,0.0,0.476,36.0,2.94
1383,0.0,0.476,36.0,2.94
1384,1.0,0.862,45.0,4.35
1385,4.0,0.21,58.0,0.77
1386,1.0,2.153,218.0,12.03
1387,0.0,0.169,6.0,0.81
1388,1.0,0.946,134.0,5.5
1389,1.0,0.653,90.0,4.46
1390,1.0,0.806,124.0,4.41
1391,0.0,0.171,5.0,0.0
1392,0.0,0.269,6.0,1.72
1393,0.0,0.19,8.0,0.0
1394,1.0,1.614,150.0,4.69
1395,1.0,1.057,103.0,7.05
1396,0.0,0.155,8.0,0.0
1397,1.0,1.124,106.0,4.82
1398,0.0,0.259,42.0,1.31
1399,1.0,0.627,105.0,4.08
1400,0.0,0.217,4.0,1.13
1401,1.0,2.393,287.0,9.59
1402,1.0,2.393,287.0,9.59
1403,3.0,0.193,14.0,0.43
1404,0.0,0.255,14.0,2.24
1405,0.0,0.286,15.0,0.0
1406,4.0,0.1,3.0,0.0
1407,1.0,0.945,51.0,5.91
1408,0.0,0.196,6.0,0.0
1409,1.0,0.862,45.0,4.35
1410,0.0,0.11,2.0,0.45
1411,1.0,19.469,318.0,10.93
1412,1.0,1.24,213.0,4.13
1413,1.0,2.075,97.0,12.37
1414,1.0,2.01,223.0,10.76
1415,0.0,0.22,7.0,1.23
1416,1.0,0.443,70.0,2.97
1417,1.0,0.666,36.0,3.24
1418,2.0,0.502,83.0,3.87
1419,1.0,2.887,135.0,13.28
1420,2.0,0.416,88.0,2.87
1421,2.0,0.434,28.0,3.64
1422,2.0,0.349,92.0,2.85
1423,1.0,1.274,79.0,6.77
1424,1.0,0.679,126.0,3.75
1425,1.0,1.613,133.0,10.45
1426,3.0,0.238,66.0,1.19
1427,0.0,0.178,6.0,2.0
1428,3.0,0.193,14.0,0.43
1429,0.0,1.0,3.0,0.0
1430,0.0,0.361,90.0,1.74
1431,0.0,0.387,31.0,0.0
1432,1.0,1.78,199.0,13.21
1433,0.0,0.129,4.0,0.45
1434,0.0,0.227,14.0,1.56
1435,1.0,1.46,93.0,2.49
1436,4.0,0.1,1.0,1.0
1437,4.0,0.21,58.0,0.77
1438,4.0,0.1,1.0,1.0
1439,0.0,0.212,21.0,1.42
1440,3.0,0.271,27.0,1.6
1441,0.0,0.225,8.0,0.0
1442,0.0,0.308,4.0,1.94
1443,1.0,1.365,178.0,7.8
1444,1.0,0.587,127.0,4.48
1445,3.0,0.215,0.0,0.0
1446,1.0,0.907,188.0,3.34
1447,2.0,0.777,73.0,3.18
1448,1.0,0.718,55.0,3.17
1449,2.0,0.518,32.0,3.06
1450,1.0,2.496,135.0,12.22
1451,3.0,0.501,9.0,1.58
1452,1.0,1.614,150.0,4.69
1453,1.0,1.057,103.0,7.05
1454,1.0,1.124,106.0,4.82
1455,0.0,0.384,19.0,2.53
1456,0.0,0.384,19.0,2.53
1457,4.0,0.21,58.0,0.77
1458,2.0,0.578,120.0,3.71
1459,1.0,1.005,144.0,8.0
1460,3.0,0.305,57.0,1.37
1461,1.0,1.365,178.0,7.8
1462,0.0,0.361,90.0,1.74
1463,1.0,1.129,75.0,1.28
1464,1.0,1.005,144.0,8.0
1465,1.0,1.294,114.0,4.37
1466,1.0,1.614,150.0,4.69
1467,0.0,0.183,16.0,0.0
1468,1.0,1.365,178.0,7.8
1469,0.0,0.369,16.0,0.0
1470,0.0,0.369,16.0,0.0
1471,1.0,2.393,287.0,9.59
1472,2.0,0.518,32.0,3.06
1473,3.0,0.304,58.0,0.68
1474,4.0,0.1,1.0,1.0
1475,0.0,0.286,15.0,0.0
1476,4.0,0.1,1.0,1.0
1477,4.0,0.1,1.0,1.0
1478,0.0,4.392,1.0,0.0
1479,1.0,1.057,103.0,7.05
1480,1.0,0.976,84.0,2.77
1481,1.0,1.776,129.0,9.26
1482,1.0,0.666,36.0,3.24
1483,0.0,0.476,36.0,2.94
1484,1.0,2.01,223.0,10.76
1485,1.0,0.913,62.0,2.63
1486,0.0,0.129,8.0,0.0
1487,4.0,0.129,2.0,0.31
1488,1.0,1.82,121.0,4.4
1489,3.0,0.304,58.0,0.68
1490,0.0,0.354,17.0,2.29
1491,0.0,0.21,15.0,0.0
1492,4.0,0.187,13.0,1.2
1493,0.0,0.124,7.0,0.0
1494,0.0,0.602,88.0,3.13
1495,0.0,0.463,15.0,0.0
1496,1.0,0.666,36.0,3.24
1497,1.0,0.98,87.0,6.69
1498,0.0,0.175,5.0,0.77
1499,1.0,7.471,245.0,12.12
1500,1.0,1.614,150.0,4.69
1501,2.0,0.777,73.0,3.18
1502,2.0,0.652,12.0,2.68
1503,1.0,1.614,150.0,4.69
1504,1.0,1.055,58.0,4.81
1505,1.0,1.069,9.0,2.28
1506,1.0,9.008,537.0,16.48
1507,1.0,9.008,537.0,16.48
1508,2.0,1.413,81.0,4.27
1509,0.0,0.174,10.0,0.0
1510,1.0,1.303,44.0,3.56
1511,1.0,2.565,64.0,6.1
1512,4.0,0.125,1.0,0.0
1513,1.0,1.068,105.0,3.91
1514,2.0,0.302,38.0,1.71
1515,1.0,0.767,101.0,4.09
1516,2.0,0.573,99.0,1.87
1517,0.0,0.201,17.0,1.64
1518,1.0,0.734,114.0,2.89
1519,1.0,1.293,125.0,6.98
1520,2.0,0.502,83.0,3.87
1521,0.0,0.186,1.0,3.0
